.thisRepN,.thisTrialN,.thisN,.thisIndex,Time,TrialNumber,Response,RT,Feedback,Points,ppnr,Name,Session,
0,-1,-1,0,Dic_09_12:41:04,0,j,8.462503542999912,2,0,0,Corrado,0,
0,-1,-1,0,Dic_09_12:41:07,1,j,0.4388071419998596,0,-10,0,Corrado,0,
0,-1,-1,0,Dic_09_12:41:11,2,j,2.517892165000376,2,-10,0,Corrado,0,
0,-1,-1,0,Dic_09_12:41:14,3,j,0.40140823399997316,0,-20,0,Corrado,0,
